record_id,country_code,published_at,url,title,speaker,content_chars,score,score_reasoning,war_related,confidence,source_kind,language,model,pipeline_version,response_id,scored_at,content_hash,is_legacy
54071298f5bfc51b,IN,2025-01-20,https://www.mea.gov.in/press-releases.htm?dtl/40110/,"Remarks by Secretary(West) at the CUNPK-CLAWS Collaborative Seminar: Adapting Modern Peacekeeping Strategies to Contemporary Threats (January 20, 2025)",,8925,-2,"Negative tone. The unit describes systemic failures and deterioration in UN peacekeeping: P-5 paralysis, 40% reduction in uniformed personnel, mission drawdowns without achieved peace, funding cuts, and conceptual flaws (e.g., 'Christmas tree' mandates). While analytically sober and institutional in tone—not emotive or accusatory—it conveys a clear, sustained negative assessment of the current state and trajectory of multilateral peacekeeping. This meets the threshold for 'clear tone' (−2), not 'strongly negative' (−3), as it avoids moral condemnation or existential framing.",True,0.847,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-3a2529cf-38fa-98f1-be06-6d8272ad815f|chatcmpl-85b28e4d-98d8-96be-99cd-75e7f8961f4a|chatcmpl-270b720b-a951-94b2-8916-9d8877af9afc|chatcmpl-a7e205d6-8f2a-9816-bde5-6f396ec448eb|chatcmpl-25523d7f-5856-9c28-b60d-948c427b073d|chatcmpl-c16fe614-55da-9eb7-aa99-e6e317ba06ba|chatcmpl-fb6c361b-3d6e-9340-9c7e-856845be0fe2|chatcmpl-97e2c59a-ddb6-9d59-bb2d-3dd20c7e3e08|chatcmpl-73eac22f-b919-924f-9627-f98a4ae0787d|chatcmpl-db526c12-d431-9757-a8ce-8ecf951bb6b3|chatcmpl-801179a9-d327-9aca-97b4-7dd3660d0fea|chatcmpl-29d3998d-8941-9ec6-af6c-75d6a120aa4d,2026-03-25T18:07:47Z,0a7838cf1f6a0202e9852e191688caf493867c21,False
e2d657a3231d9500,IN,2025-01-28,https://www.mea.gov.in/press-releases.htm?dtl/40111/,"Remarks by Secretary(West) at Mod-MEA Seminar – MP-IDSA New Delhi: India’s Approaches to AI in military Domain & Emerging Tech in Lethal Autonomous Weapon Systems (LAWS) (January 28, 2025)",,12387,0,"Neutral tone. The unit presents a balanced, descriptive survey of AI militarization trends—citing deployments by multiple actors (Israel, Ukraine, Russia, Azerbaijan), regulatory challenges, and geopolitical drivers—without evaluative language endorsing, condemning, or expressing concern about the developments. Phrases like 'tentative moves... to ban or regulate', 'serious challenges conceptually and operationally', and 'far more complex than WMD experiences' reflect analytical neutrality, not normative stance. No positive or negative valence is assigned to AI integration itself; the tone is diagnostic, not prescriptive or affective.",True,0.847,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-3a2529cf-38fa-98f1-be06-6d8272ad815f|chatcmpl-85b28e4d-98d8-96be-99cd-75e7f8961f4a|chatcmpl-270b720b-a951-94b2-8916-9d8877af9afc|chatcmpl-a7e205d6-8f2a-9816-bde5-6f396ec448eb|chatcmpl-25523d7f-5856-9c28-b60d-948c427b073d|chatcmpl-c16fe614-55da-9eb7-aa99-e6e317ba06ba|chatcmpl-fb6c361b-3d6e-9340-9c7e-856845be0fe2|chatcmpl-97e2c59a-ddb6-9d59-bb2d-3dd20c7e3e08|chatcmpl-73eac22f-b919-924f-9627-f98a4ae0787d|chatcmpl-db526c12-d431-9757-a8ce-8ecf951bb6b3|chatcmpl-801179a9-d327-9aca-97b4-7dd3660d0fea|chatcmpl-29d3998d-8941-9ec6-af6c-75d6a120aa4d,2026-03-25T18:07:47Z,cf8e7459b419158be4b97b1df41691bff4439d90,False
4ef9d49d1ff47757,IN,2025-02-05,https://www.mea.gov.in/press-releases.htm?dtl/40112/,"Inaugural Keynote Address by Secretary(West) at the 7th India Think Tank Form (ORF): Shaping a Resilient Global Order (February 05, 2025)",,19180,0,"Neutral tone. This unit frames global volatility ('scramble for power', 'geostrategic flux', 'political polarization') and disruptive events (DeepSeek-R1, Gaza diplomacy, undersea cable damage, Security Council gridlock) as objective features of a transitional world order. It emphasizes India’s agency ('rising India has to contend...', 'active player in shaping') without valorizing or lamenting the conditions described. The enumeration of headlines serves illustrative, not evaluative, purpose; no judgmental adjectives (e.g., 'alarming', 'encouraging', 'dangerous') are applied to the phenomena listed. Tone remains observational and strategic—consistent with 'neutral' category requirement.",True,0.847,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-3a2529cf-38fa-98f1-be06-6d8272ad815f|chatcmpl-85b28e4d-98d8-96be-99cd-75e7f8961f4a|chatcmpl-270b720b-a951-94b2-8916-9d8877af9afc|chatcmpl-a7e205d6-8f2a-9816-bde5-6f396ec448eb|chatcmpl-25523d7f-5856-9c28-b60d-948c427b073d|chatcmpl-c16fe614-55da-9eb7-aa99-e6e317ba06ba|chatcmpl-fb6c361b-3d6e-9340-9c7e-856845be0fe2|chatcmpl-97e2c59a-ddb6-9d59-bb2d-3dd20c7e3e08|chatcmpl-73eac22f-b919-924f-9627-f98a4ae0787d|chatcmpl-db526c12-d431-9757-a8ce-8ecf951bb6b3|chatcmpl-801179a9-d327-9aca-97b4-7dd3660d0fea|chatcmpl-29d3998d-8941-9ec6-af6c-75d6a120aa4d,2026-03-25T18:07:47Z,ca4f69b6871197f83b5a0a7ada5f004572b0ea83,False
24c3ac61be8a8150,IN,2025-02-19,https://www.mea.gov.in/press-releases.htm?dtl/39085/,The Asia Economic Dialogue 2025,,1172,0,"No war-related sentiment detected. Focuses exclusively on economic themes (geoeconomics, AI, cyber security economics, blue economy, climate change impacts on economy); 'cyber security' is referenced only in its economic imperatives, not military or conflict context. No mention of armed conflict, deterrence, sanctions, terrorism, ceasefire, or escalation.",False,0.9,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,41541a3f2ed6bb612bc147ddea45f646e303b48f,False
5d11f64dba9182e6,IN,2025-02-19,https://www.mea.gov.in/press-releases.htm?dtl/39086/,"Visit of External Affairs Minister to Johannesburg, South Africa for the G20 Foreign Ministers’ Meeting (February 20 - 21, 2025)",,279,0,"No war-related sentiment detected. Describes diplomatic participation in G20 Foreign Ministers’ Meeting and bilateral engagements; no reference to war, conflict, security policy, military cooperation, or related topics — purely protocol and multilateral diplomacy.",False,0.9,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,38806f7962c9f088d99e6f5e3e3204dab4c0fb7f,False
0252841eae49685f,IN,2025-02-20,https://www.mea.gov.in/press-releases.htm?dtl/39088/,"Official Visit of H.E. Dasho Tshering Tobgay, Prime Minister of Bhutan to India (February 20-22, 2025)",,383,0,"No war-related sentiment detected. Purely a schedule of a friendly bilateral visit by Bhutan’s Prime Minister; includes timings, venues, and photo ops. No mention of security, defense, border issues, or conflict-related matters.",False,0.9,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,3c813832e5201c6119bd5c6443ce46564f098a62,False
b6661fa130223597,IN,2025-02-20,https://www.mea.gov.in/press-releases.htm?dtl/39089/,"Envoys of five nations present credentials to the President of India (February 20, 2025)",,421,0,"No war-related sentiment detected. Formal announcement of credential presentations by five ambassadors; standard diplomatic protocol with no security, military, or conflict content.",False,0.9,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,34a1f430c04d6531a4d497fcee1d77892af4b25a,False
64db3e74cc7f7ffb,IN,2025-02-21,https://www.mea.gov.in/press-releases.htm?dtl/39090/,"Remarks by EAM in G-20 Session: Discussion on the Global Geopolitical Situation (February 20, 2025)",,3363,2,"Positive tone. The statement expresses clear positive engagement on multiple war-related issues: welcoming the Gaza ceasefire, supporting humanitarian assistance, condemning terrorism, advocating a two-state solution, affirming India’s naval contribution to maritime security in conflict-affected regions (Arabian Sea, Gulf of Aden), and explicitly calling for dialogue to end the Ukraine conflict. While acknowledging difficulty, the tone is constructive, solution-oriented, and diplomatically proactive — qualifying as a clear (but not exceptional) positive stance on war-related matters; hence +2.",True,0.9,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,1e33ec9b76f7af256af1396ec866c256d1a4aeda,False
afb2cd6a805517be,IN,2025-02-21,https://www.mea.gov.in/press-releases.htm?dtl/39094/,"Transcript of Weekly Media Briefing by the Official Spokesperson (February 21, 2025)",Official Spokesperson,37831,0,"No war-related sentiment detected. Q&A on US funding claims, USAID MOUs, and Bangladesh diplomacy; concerns are diplomatic, financial, and administrative — no reference to war, conflict, terrorism, sanctions, or military security.",False,0.9,in_mea_media_briefing,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,ae8e4ad2e55f6f46f2a7db457ad006356e6e1a2b,False
cae2ac4342ab4904,IN,2025-02-21,https://www.mea.gov.in/press-releases.htm?dtl/39093/,"EAM’s remarks during the session on G20 objectives in 2025, Johannesburg (February 21, 2025)",,3006,0,"No war-related sentiment detected. Discusses G20 priorities: disaster response, debt sustainability, just energy transition, critical minerals — all economic, developmental, and environmental topics. No mention of war, conflict, military, sanctions, or security threats.",False,0.9,in_mea_press_release,en,qwen-plus,paper_multistage_v1,chatcmpl-b3ecc2cc-bbac-9eb5-968d-58100ebffa37|chatcmpl-43e80654-79bf-9f33-8604-1a519e785b97|chatcmpl-f57cd7a6-b040-95b1-bd2d-0b869808b643|chatcmpl-5b1cea8b-b7fb-94c6-a7de-35fce6254054|chatcmpl-a11824b8-a0b6-976b-8f87-3fc4b2270cdc|chatcmpl-e1e5e6d0-2930-92f3-845b-da033d5ce732|chatcmpl-cd7e1403-6a14-9c3b-b3d4-20a5c615b80c|chatcmpl-29558177-7363-9213-9050-f7dab8f0c725|chatcmpl-7b7635ab-ac99-9ea7-955c-c15e631271ef,2026-03-23T01:40:47Z,70254629b92fbe4cfb9e8b158bd31d3714c4ed73,False
